Guess,Correct,Misplaced,SecretCode,Win,NumGuesses
"['3', '5', '4', '3']",0,2,5154,False,10
"['5', '1', '6', '3']",2,0,5154,False,10
"['4', '6', '2', '6']",0,1,5154,False,10
"['1', '1', '6', '4']",2,0,5154,False,10
"['3', '3', '1', '3']",0,1,5154,False,10
"['6', '5', '5', '4']",2,1,5154,False,10
"['5', '5', '1', '4']",2,2,5154,False,10
"['2', '5', '6', '5']",0,2,5154,False,10
"['3', '1', '4', '6']",2,0,3342,False,10
"['2', '2', '2', '1']",0,1,3342,False,10
"['1', '5', '3', '4']",0,2,3342,False,10
"['4', '1', '2', '1']",0,2,3342,False,10
"['6', '3', '2', '6']",1,1,3342,False,10
"['6', '5', '5', '6']",0,0,3342,False,10
"['6', '3', '3', '4']",1,2,3342,False,10
"['1', '5', '1', '6']",0,0,3342,False,10
"['3', '1', '1', '5']",1,0,3342,False,10
"['2', '2', '5', '3']",0,2,3342,False,10
"['2', '1', '3', '6']",1,2,6232,False,10
"['2', '5', '1', '2']",1,1,6232,False,10
"['1', '3', '1', '4']",0,1,6232,False,10
"['1', '5', '5', '1']",0,0,6232,False,10
"['6', '4', '4', '1']",1,0,6232,False,10
"['5', '4', '3', '5']",1,0,6232,False,10
"['6', '4', '4', '1']",1,0,6232,False,10
"['4', '3', '4', '1']",0,1,6232,False,10
"['6', '6', '2', '3']",1,2,6232,False,10
"['5', '4', '1', '5']",0,0,6232,False,10
"['3', '2', '1', '4']",0,2,2462,False,10
"['3', '4', '1', '4']",1,0,2462,False,10
"['4', '3', '4', '4']",0,1,2462,False,10
"['6', '3', '3', '3']",0,1,2462,False,10
"['4', '3', '4', '4']",0,1,2462,False,10
"['1', '5', '5', '6']",0,1,2462,False,10
"['3', '1', '4', '1']",0,1,2462,False,10
"['1', '4', '5', '2']",2,0,2462,False,10
"['6', '2', '4', '1']",0,3,2462,False,10
"['2', '4', '4', '4']",2,0,2462,False,10
"['5', '1', '2', '3']",1,2,5216,False,10
"['3', '3', '1', '4']",1,0,5216,False,10
"['2', '2', '3', '5']",1,1,5216,False,10
"['3', '4', '3', '2']",0,1,5216,False,10
"['3', '1', '4', '1']",0,1,5216,False,10
"['3', '6', '4', '3']",0,1,5216,False,10
"['1', '6', '3', '3']",0,2,5216,False,10
"['1', '1', '3', '2']",0,2,5216,False,10
"['3', '3', '1', '4']",1,0,5216,False,10
"['4', '6', '1', '3']",1,1,5216,False,10
"['2', '2', '2', '1']",0,1,5156,False,10
"['5', '3', '3', '5']",1,1,5156,False,10
"['4', '3', '6', '3']",0,1,5156,False,10
"['3', '6', '3', '4']",0,1,5156,False,10
"['1', '2', '4', '3']",0,1,5156,False,10
"['4', '1', '2', '3']",1,0,5156,False,10
"['5', '2', '5', '2']",2,0,5156,False,10
"['5', '5', '1', '4']",1,2,5156,False,10
"['5', '5', '4', '3']",1,1,5156,False,10
"['5', '5', '5', '2']",2,0,5156,False,10
"['2', '1', '3', '3']",1,1,2621,False,10
"['2', '6', '2', '6']",3,0,2621,False,10
"['1', '1', '6', '2']",0,3,2621,False,10
"['3', '1', '5', '6']",0,2,2621,False,10
"['1', '2', '6', '5']",0,3,2621,False,10
"['4', '1', '2', '3']",1,1,2621,False,10
"['2', '5', '4', '5']",1,0,2621,False,10
"['1', '5', '1', '4']",0,1,2621,False,10
"['3', '2', '6', '3']",0,2,2621,False,10
"['3', '6', '4', '6']",1,0,2621,False,10
"['2', '5', '6', '4']",0,1,3355,False,10
"['6', '4', '3', '2']",0,1,3355,False,10
"['3', '5', '6', '1']",1,1,3355,False,10
"['6', '4', '3', '2']",0,1,3355,False,10
"['1', '4', '2', '6']",0,0,3355,False,10
"['6', '1', '3', '5']",1,1,3355,False,10
"['6', '1', '4', '3']",0,1,3355,False,10
"['1', '4', '1', '5']",1,0,3355,False,10
"['2', '4', '2', '6']",0,0,3355,False,10
"['5', '6', '6', '6']",0,1,3355,False,10
"['1', '3', '2', '3']",0,2,2511,False,10
"['5', '4', '6', '4']",0,1,2511,False,10
"['5', '1', '4', '6']",0,2,2511,False,10
"['3', '5', '2', '5']",1,1,2511,False,10
"['2', '4', '6', '6']",1,0,2511,False,10
"['1', '4', '1', '1']",2,0,2511,False,10
"['3', '2', '1', '2']",1,1,2511,False,10
"['5', '6', '4', '3']",0,1,2511,False,10
"['4', '6', '3', '4']",0,0,2511,False,10
"['4', '2', '6', '1']",1,1,2511,False,10
"['3', '4', '2', '2']",1,0,1464,False,10
"['1', '6', '1', '6']",1,1,1464,False,10
"['4', '6', '2', '6']",0,2,1464,False,10
"['3', '5', '5', '3']",0,0,1464,False,10
"['3', '5', '1', '5']",0,1,1464,False,10
"['1', '1', '2', '2']",1,0,1464,False,10
"['1', '1', '5', '6']",1,1,1464,False,10
"['5', '2', '1', '5']",0,1,1464,False,10
"['6', '2', '4', '1']",0,3,1464,False,10
"['6', '1', '1', '4']",1,2,1464,False,10
"['2', '5', '5', '3']",2,1,5563,False,10
"['1', '4', '2', '3']",1,0,5563,False,10
"['1', '6', '5', '4']",0,2,5563,False,10
"['4', '5', '4', '5']",1,1,5563,False,10
"['5', '4', '5', '5']",1,1,5563,False,10
"['1', '4', '2', '3']",1,0,5563,False,10
"['3', '4', '3', '3']",1,0,5563,False,10
"['6', '6', '2', '3']",1,1,5563,False,10
"['4', '6', '4', '1']",0,1,5563,False,10
"['5', '6', '5', '1']",1,2,5563,False,10
"['6', '3', '2', '2']",1,1,6531,False,10
"['6', '6', '2', '2']",1,0,6531,False,10
"['6', '3', '3', '5']",2,1,6531,False,10
"['2', '1', '2', '5']",0,2,6531,False,10
"['4', '3', '5', '5']",0,2,6531,False,10
"['6', '4', '1', '3']",1,2,6531,False,10
"['6', '2', '4', '1']",2,0,6531,False,10
"['4', '6', '4', '6']",0,1,6531,False,10
"['2', '6', '4', '2']",0,1,6531,False,10
"['1', '2', '1', '6']",0,2,6531,False,10
"['4', '3', '5', '5']",0,0,2622,False,10
"['3', '3', '4', '4']",0,0,2622,False,10
"['5', '6', '5', '1']",1,0,2622,False,10
"['6', '2', '4', '6']",0,2,2622,False,10
"['5', '6', '2', '6']",2,0,2622,False,10
"['2', '6', '1', '6']",2,0,2622,False,10
"['3', '6', '1', '5']",1,0,2622,False,10
"['2', '2', '4', '4']",1,1,2622,False,10
"['3', '1', '1', '2']",1,0,2622,False,10
"['5', '2', '3', '1']",0,1,2622,False,10
"['4', '2', '1', '6']",1,2,4321,False,10
"['6', '3', '4', '1']",2,1,4321,False,10
"['1', '2', '5', '6']",0,2,4321,False,10
"['6', '1', '6', '4']",0,2,4321,False,10
"['6', '6', '1', '1']",1,0,4321,False,10
"['4', '2', '3', '3']",1,2,4321,False,10
"['3', '4', '3', '6']",0,2,4321,False,10
"['6', '2', '3', '1']",1,2,4321,False,10
"['6', '6', '4', '3']",0,2,4321,False,10
"['1', '1', '2', '3']",1,2,4321,False,10
"['4', '2', '1', '6']",0,3,6341,False,10
"['1', '3', '2', '6']",1,2,6341,False,10
"['4', '2', '6', '1']",1,2,6341,False,10
"['6', '4', '2', '5']",1,1,6341,False,10
"['2', '1', '6', '6']",0,2,6341,False,10
"['4', '2', '2', '5']",0,1,6341,False,10
"['3', '6', '3', '4']",0,3,6341,False,10
"['1', '2', '4', '5']",1,1,6341,False,10
"['5', '6', '4', '2']",1,1,6341,False,10
"['2', '5', '3', '3']",0,1,6341,False,10
"['6', '2', '6', '4']",0,1,3343,False,10
"['4', '2', '2', '5']",0,1,3343,False,10
"['3', '4', '3', '2']",1,2,3343,False,10
"['2', '5', '3', '5']",0,1,3343,False,10
"['3', '4', '2', '2']",1,1,3343,False,10
"['1', '3', '4', '4']",2,0,3343,False,10
"['3', '6', '3', '3']",2,1,3343,False,10
"['6', '5', '3', '5']",0,1,3343,False,10
"['5', '6', '1', '3']",1,0,3343,False,10
"['6', '3', '4', '6']",2,0,3343,False,10
"['6', '5', '6', '3']",1,0,6441,False,10
"['6', '5', '5', '4']",1,1,6441,False,10
"['5', '2', '1', '5']",0,1,6441,False,10
"['1', '6', '1', '3']",0,2,6441,False,10
"['5', '6', '6', '4']",0,2,6441,False,10
"['3', '3', '6', '2']",0,1,6441,False,10
"['6', '1', '5', '1']",2,0,6441,False,10
"['4', '2', '2', '2']",0,1,6441,False,10
"['5', '2', '5', '1']",1,0,6441,False,10
"['3', '5', '3', '4']",0,1,6441,False,10
"['6', '3', '2', '4']",0,2,4465,False,10
"['6', '4', '1', '2']",1,1,4465,False,10
"['4', '6', '6', '5']",3,0,4465,False,10
"['4', '5', '4', '2']",1,2,4465,False,10
"['3', '1', '2', '3']",0,0,4465,False,10
"['2', '1', '4', '3']",0,1,4465,False,10
"['2', '2', '1', '4']",0,1,4465,False,10
"['6', '2', '1', '3']",0,1,4465,False,10
"['2', '4', '3', '2']",1,0,4465,False,10
"['2', '2', '6', '2']",1,0,4465,False,10
"['1', '4', '2', '1']",0,1,2535,False,10
"['1', '5', '1', '5']",2,0,2535,False,10
"['1', '4', '6', '5']",1,0,2535,False,10
"['5', '4', '5', '4']",0,2,2535,False,10
"['1', '6', '1', '5']",1,0,2535,False,10
"['3', '2', '6', '5']",1,2,2535,False,10
"['4', '2', '1', '4']",0,1,2535,False,10
"['4', '4', '6', '6']",0,0,2535,False,10
"['2', '3', '5', '1']",1,2,2535,False,10
"['5', '6', '4', '4']",0,1,2535,False,10
"['4', '1', '2', '4']",1,2,4512,False,10
"['3', '3', '3', '6']",0,0,4512,False,10
"['2', '4', '6', '5']",0,3,4512,False,10
"['4', '2', '3', '2']",2,0,4512,False,10
"['3', '1', '1', '2']",2,0,4512,False,10
"['5', '3', '4', '1']",0,3,4512,False,10
"['3', '4', '2', '2']",1,1,4512,False,10
"['1', '5', '5', '3']",1,1,4512,False,10
"['1', '3', '3', '5']",0,2,4512,False,10
"['5', '6', '3', '5']",0,1,4512,False,10
"['5', '5', '4', '3']",1,0,2133,False,10
"['4', '1', '4', '3']",2,0,2133,False,10
"['2', '5', '2', '3']",2,0,2133,False,10
"['4', '3', '5', '1']",0,2,2133,False,10
"['1', '4', '2', '6']",0,2,2133,False,10
"['5', '4', '6', '3']",1,0,2133,False,10
"['6', '1', '1', '6']",1,0,2133,False,10
"['6', '3', '5', '4']",0,1,2133,False,10
"['2', '4', '1', '1']",1,1,2133,False,10
"['2', '4', '6', '1']",1,1,2133,False,10
"['6', '6', '4', '6']",1,2,6364,False,10
"['1', '2', '2', '6']",0,1,6364,False,10
"['3', '6', '3', '2']",0,2,6364,False,10
"['2', '4', '5', '5']",0,1,6364,False,10
"['4', '1', '1', '5']",0,1,6364,False,10
"['3', '3', '1', '4']",2,0,6364,False,10
"['3', '2', '5', '3']",0,1,6364,False,10
"['2', '1', '5', '1']",0,0,6364,False,10
"['6', '1', '5', '6']",1,1,6364,False,10
"['4', '3', '6', '4']",3,0,6364,False,10
"['5', '5', '4', '6']",0,2,6615,False,10
"['3', '2', '1', '6']",1,1,6615,False,10
"['3', '3', '6', '6']",0,2,6615,False,10
"['4', '5', '3', '2']",0,1,6615,False,10
"['2', '5', '6', '4']",0,2,6615,False,10
"['6', '1', '2', '4']",1,1,6615,False,10
"['3', '3', '2', '6']",0,1,6615,False,10
"['2', '1', '2', '1']",0,1,6615,False,10
"['5', '3', '1', '6']",1,2,6615,False,10
"['6', '2', '5', '1']",1,2,6615,False,10
"['3', '3', '4', '6']",1,1,3523,False,10
"['5', '1', '2', '1']",1,1,3523,False,10
"['1', '3', '6', '2']",0,2,3523,False,10
"['3', '5', '3', '3']",3,0,3523,False,10
"['1', '3', '6', '3']",1,1,3523,False,10
"['6', '2', '5', '3']",1,2,3523,False,10
"['2', '2', '1', '1']",0,1,3523,False,10
"['4', '1', '6', '2']",0,1,3523,False,10
"['6', '6', '4', '3']",1,0,3523,False,10
"['6', '2', '6', '2']",0,1,3523,False,10
"['5', '5', '2', '6']",2,1,5225,False,10
"['3', '4', '5', '2']",0,2,5225,False,10
"['1', '1', '5', '2']",0,2,5225,False,10
"['6', '5', '6', '3']",0,1,5225,False,10
"['3', '4', '6', '2']",0,1,5225,False,10
"['5', '4', '3', '6']",1,0,5225,False,10
"['2', '6', '5', '6']",0,2,5225,False,10
"['4', '3', '5', '2']",0,2,5225,False,10
"['1', '2', '2', '2']",2,0,5225,False,10
"['1', '3', '3', '6']",0,0,5225,False,10
"['3', '6', '1', '2']",0,3,6243,False,10
"['5', '2', '1', '4']",1,1,6243,False,10
"['1', '1', '5', '1']",0,0,6243,False,10
"['1', '6', '3', '1']",0,2,6243,False,10
"['1', '1', '6', '6']",0,1,6243,False,10
"['5', '4', '6', '3']",1,2,6243,False,10
"['5', '1', '2', '2']",0,1,6243,False,10
"['6', '2', '3', '2']",2,1,6243,False,10
"['6', '3', '5', '6']",1,1,6243,False,10
"['4', '2', '1', '6']",1,2,6243,False,10
"['3', '2', '4', '2']",0,2,5326,False,10
"['5', '3', '4', '5']",2,0,5326,False,10
"['3', '3', '5', '2']",1,2,5326,False,10
"['3', '2', '4', '1']",0,2,5326,False,10
"['1', '6', '4', '1']",0,1,5326,False,10
"['4', '5', '4', '4']",0,1,5326,False,10
"['4', '3', '4', '3']",1,0,5326,False,10
"['6', '3', '4', '2']",1,2,5326,False,10
"['4', '6', '4', '2']",0,2,5326,False,10
"['3', '5', '6', '6']",1,2,5326,False,10
"['5', '4', '2', '1']",0,2,6162,False,10
"['5', '4', '4', '3']",0,0,6162,False,10
"['4', '2', '5', '3']",0,1,6162,False,10
"['4', '6', '5', '3']",0,1,6162,False,10
"['2', '5', '2', '4']",0,1,6162,False,10
"['1', '5', '3', '2']",1,1,6162,False,10
"['1', '1', '1', '5']",1,0,6162,False,10
"['4', '1', '4', '2']",2,0,6162,False,10
"['4', '2', '6', '6']",1,2,6162,False,10
"['5', '1', '5', '4']",1,0,6162,False,10
"['4', '5', '6', '2']",1,1,5165,False,10
"['3', '1', '2', '5']",2,0,5165,False,10
"['1', '2', '3', '3']",0,1,5165,False,10
"['4', '5', '4', '3']",0,1,5165,False,10
"['1', '2', '6', '5']",2,1,5165,False,10
"['4', '1', '4', '4']",1,0,5165,False,10
"['5', '4', '4', '2']",1,0,5165,False,10
"['1', '6', '3', '6']",0,2,5165,False,10
"['6', '5', '2', '1']",0,3,5165,False,10
"['5', '4', '1', '6']",1,2,5165,False,10
"['4', '3', '1', '5']",0,2,5452,False,10
"['3', '1', '3', '1']",0,0,5452,False,10
"['4', '4', '5', '2']",3,0,5452,False,10
"['4', '4', '3', '6']",1,0,5452,False,10
"['1', '1', '2', '5']",0,2,5452,False,10
"['5', '3', '2', '5']",1,2,5452,False,10
"['3', '1', '2', '2']",1,0,5452,False,10
"['3', '6', '3', '5']",0,1,5452,False,10
"['4', '4', '6', '1']",1,0,5452,False,10
"['6', '1', '5', '3']",1,0,5452,False,10
"['2', '2', '2', '5']",0,0,1161,False,10
"['1', '1', '2', '3']",2,0,1161,False,10
"['3', '5', '1', '2']",0,1,1161,False,10
"['4', '4', '4', '1']",1,0,1161,False,10
"['2', '6', '1', '6']",0,2,1161,False,10
"['6', '6', '2', '4']",0,1,1161,False,10
"['6', '1', '4', '2']",1,1,1161,False,10
"['5', '3', '5', '1']",1,0,1161,False,10
"['6', '6', '4', '3']",0,1,1161,False,10
"['3', '1', '4', '4']",1,0,1161,False,10
"['4', '1', '4', '5']",0,3,1354,False,10
"['6', '1', '6', '6']",0,1,1354,False,10
"['5', '3', '4', '2']",1,2,1354,False,10
"['5', '6', '5', '2']",1,0,1354,False,10
"['5', '2', '5', '5']",1,0,1354,False,10
"['3', '6', '3', '6']",0,1,1354,False,10
"['2', '6', '4', '1']",0,2,1354,False,10
"['1', '6', '4', '1']",1,1,1354,False,10
"['4', '3', '3', '4']",2,0,1354,False,10
"['5', '6', '1', '6']",0,2,1354,False,10
"['2', '1', '6', '2']",1,1,1123,False,10
"['2', '2', '5', '5']",0,1,1123,False,10
"['4', '6', '4', '5']",0,0,1123,False,10
"['5', '6', '2', '3']",2,0,1123,False,10
"['5', '4', '5', '1']",0,1,1123,False,10
"['5', '6', '4', '6']",0,0,1123,False,10
"['5', '1', '4', '3']",2,0,1123,False,10
"['3', '6', '3', '1']",0,2,1123,False,10
"['2', '2', '6', '6']",0,1,1123,False,10
"['3', '1', '2', '6']",2,1,1123,False,10
"['1', '2', '3', '5']",0,2,3146,False,10
"['2', '1', '3', '2']",1,1,3146,False,10
"['1', '6', '4', '5']",1,2,3146,False,10
"['1', '1', '5', '5']",1,0,3146,False,10
"['5', '6', '1', '1']",0,2,3146,False,10
"['6', '5', '4', '4']",1,1,3146,False,10
"['6', '1', '2', '6']",2,0,3146,False,10
"['3', '3', '1', '4']",1,2,3146,False,10
"['6', '3', '1', '5']",0,3,3146,False,10
"['5', '5', '4', '4']",1,0,3146,False,10
"['2', '4', '4', '1']",1,1,5242,False,10
"['1', '3', '1', '2']",1,0,5242,False,10
"['6', '2', '5', '3']",1,1,5242,False,10
"['4', '2', '4', '6']",2,0,5242,False,10
"['6', '1', '6', '3']",0,0,5242,False,10
"['5', '6', '5', '6']",1,0,5242,False,10
"['2', '5', '3', '4']",0,3,5242,False,10
"['1', '2', '3', '6']",1,0,5242,False,10
"['4', '4', '4', '1']",1,0,5242,False,10
"['1', '5', '6', '1']",0,1,5242,False,10
"['6', '3', '3', '6']",1,0,1156,False,10
"['3', '5', '2', '5']",0,1,1156,False,10
"['4', '6', '1', '1']",0,3,1156,False,10
"['6', '3', '4', '6']",1,0,1156,False,10
"['3', '2', '1', '4']",0,1,1156,False,10
"['3', '2', '6', '1']",0,2,1156,False,10
"['6', '1', '5', '1']",2,2,1156,False,10
"['3', '1', '2', '5']",1,1,1156,False,10
"['3', '5', '6', '3']",0,2,1156,False,10
"['4', '5', '6', '2']",0,2,1156,False,10
"['1', '3', '4', '6']",1,3,3416,False,10
"['5', '5', '4', '3']",0,2,3416,False,10
"['6', '6', '2', '5']",0,1,3416,False,10
"['1', '6', '1', '1']",1,1,3416,False,10
"['4', '1', '5', '4']",0,2,3416,False,10
"['1', '6', '4', '1']",0,3,3416,False,10
"['1', '5', '1', '3']",1,1,3416,False,10
"['5', '5', '2', '6']",1,0,3416,False,10
"['6', '2', '4', '5']",0,2,3416,False,10
"['4', '6', '4', '1']",0,3,3416,False,10
"['4', '3', '4', '6']",1,2,4635,False,10
"['6', '5', '2', '3']",0,3,4635,False,10
"['2', '4', '5', '1']",0,2,4635,False,10
"['1', '1', '4', '2']",0,1,4635,False,10
"['3', '1', '6', '4']",0,3,4635,False,10
"['5', '6', '3', '3']",2,1,4635,False,10
"['2', '1', '6', '2']",0,1,4635,False,10
"['2', '5', '1', '1']",0,1,4635,False,10
"['5', '1', '4', '4']",0,2,4635,False,10
"['4', '2', '1', '5']",2,0,4635,False,10
"['2', '4', '1', '3']",0,2,3646,False,10
"['4', '2', '1', '3']",0,2,3646,False,10
"['6', '6', '4', '2']",2,1,3646,False,10
"['5', '1', '5', '5']",0,0,3646,False,10
"['5', '5', '1', '4']",0,1,3646,False,10
"['2', '4', '1', '5']",0,1,3646,False,10
"['2', '5', '2', '3']",0,1,3646,False,10
"['5', '5', '6', '5']",0,1,3646,False,10
"['1', '2', '1', '2']",0,0,3646,False,10
"['4', '3', '6', '5']",0,3,3646,False,10
"['2', '6', '4', '6']",3,0,3646,False,10
"['5', '3', '5', '5']",0,1,3646,False,10
"['6', '3', '2', '1']",0,2,3646,False,10
"['6', '5', '6', '6']",1,1,3646,False,10
"['3', '1', '3', '5']",1,0,3646,False,10
"['3', '5', '4', '6']",3,0,3646,False,10
"['3', '2', '2', '5']",1,0,3646,False,10
"['4', '5', '3', '4']",0,2,3646,False,10
"['4', '3', '2', '4']",0,2,3646,False,10
"['2', '4', '4', '1']",1,0,3646,False,10
"['6', '3', '3', '6']",2,0,6466,False,10
"['2', '3', '4', '3']",0,1,6466,False,10
"['1', '6', '2', '2']",0,1,6466,False,10
"['2', '2', '1', '6']",1,0,6466,False,10
"['6', '6', '2', '6']",2,1,6466,False,10
"['4', '5', '1', '3']",0,1,6466,False,10
"['1', '3', '6', '1']",1,0,6466,False,10
"['4', '1', '1', '3']",0,1,6466,False,10
"['5', '1', '5', '3']",0,0,6466,False,10
"['2', '3', '1', '4']",0,1,6466,False,10
"['5', '6', '1', '1']",2,0,5251,False,10
"['1', '4', '5', '2']",1,2,5251,False,10
"['5', '3', '6', '6']",1,0,5251,False,10
"['2', '6', '2', '1']",1,1,5251,False,10
"['2', '2', '6', '5']",1,1,5251,False,10
"['5', '2', '1', '3']",2,1,5251,False,10
"['5', '3', '4', '1']",2,0,5251,False,10
"['5', '5', '6', '5']",1,1,5251,False,10
"['2', '4', '3', '1']",1,1,5251,False,10
"['6', '1', '5', '1']",2,0,5251,False,10
"['6', '5', '2', '5']",2,0,1521,False,10
"['4', '6', '2', '4']",1,0,1521,False,10
"['5', '5', '3', '1']",2,0,1521,False,10
"['2', '1', '4', '3']",0,2,1521,False,10
"['4', '5', '5', '2']",1,1,1521,False,10
"['4', '1', '6', '2']",0,2,1521,False,10
"['2', '5', '3', '3']",1,1,1521,False,10
"['3', '3', '3', '4']",0,0,1521,False,10
"['3', '2', '3', '3']",0,1,1521,False,10
"['3', '6', '5', '2']",0,2,1521,False,10
"['1', '3', '6', '6']",1,0,1555,False,10
"['4', '6', '4', '3']",0,0,1555,False,10
"['1', '6', '3', '2']",1,0,1555,False,10
"['6', '4', '4', '5']",1,0,1555,False,10
"['1', '4', '2', '6']",1,0,1555,False,10
"['6', '2', '4', '6']",0,0,1555,False,10
"['4', '1', '2', '2']",0,1,1555,False,10
"['5', '6', '2', '4']",0,1,1555,False,10
"['4', '4', '6', '3']",0,0,1555,False,10
"['1', '5', '2', '3']",2,0,1555,False,10
"['2', '6', '4', '6']",3,0,6646,False,10
"['3', '2', '3', '5']",0,0,6646,False,10
"['4', '6', '3', '5']",1,1,6646,False,10
"['2', '5', '1', '6']",1,0,6646,False,10
"['3', '2', '5', '5']",0,0,6646,False,10
"['5', '1', '2', '5']",0,0,6646,False,10
"['4', '2', '2', '3']",0,1,6646,False,10
"['2', '6', '5', '3']",1,0,6646,False,10
"['1', '4', '4', '1']",1,0,6646,False,10
"['4', '4', '5', '6']",1,1,6646,False,10
"['6', '6', '1', '4']",0,1,5336,False,10
"['2', '4', '6', '3']",0,2,5336,False,10
"['5', '4', '6', '3']",1,2,5336,False,10
"['1', '3', '2', '4']",1,0,5336,False,10
"['3', '2', '4', '2']",0,1,5336,False,10
"['1', '3', '3', '4']",2,0,5336,False,10
"['2', '6', '1', '2']",0,1,5336,False,10
"['6', '3', '4', '1']",1,1,5336,False,10
"['4', '4', '4', '6']",1,0,5336,False,10
"['6', '6', '3', '4']",1,1,5336,False,10
"['5', '6', '3', '1']",1,0,6662,False,10
"['3', '6', '4', '2']",2,0,6662,False,10
"['5', '4', '6', '6']",1,1,6662,False,10
"['2', '1', '2', '6']",0,2,6662,False,10
"['6', '2', '5', '4']",1,1,6662,False,10
"['6', '3', '5', '6']",1,1,6662,False,10
"['4', '4', '5', '2']",1,0,6662,False,10
"['5', '1', '1', '3']",0,0,6662,False,10
"['5', '1', '4', '6']",0,1,6662,False,10
"['1', '1', '3', '1']",0,0,6662,False,10
"['3', '5', '2', '3']",2,0,1563,False,10
"['4', '6', '2', '3']",1,1,1563,False,10
"['4', '2', '3', '5']",0,2,1563,False,10
"['3', '2', '4', '4']",0,1,1563,False,10
"['1', '1', '2', '2']",1,0,1563,False,10
"['1', '5', '5', '3']",3,0,1563,False,10
"['2', '5', '3', '3']",2,0,1563,False,10
"['2', '1', '3', '1']",0,2,1563,False,10
"['6', '3', '6', '5']",1,2,1563,False,10
"['2', '3', '5', '4']",0,2,1563,False,10
"['4', '2', '5', '6']",0,2,1364,False,10
"['6', '3', '2', '5']",1,1,1364,False,10
"['1', '1', '5', '6']",1,1,1364,False,10
"['5', '4', '3', '4']",1,1,1364,False,10
"['6', '4', '3', '1']",0,4,1364,False,10
"['1', '1', '3', '1']",1,1,1364,False,10
"['1', '5', '6', '3']",2,1,1364,False,10
"['4', '1', '3', '6']",0,4,1364,False,10
"['2', '5', '3', '1']",0,2,1364,False,10
"['4', '4', '5', '1']",0,2,1364,False,10
"['1', '2', '5', '2']",2,1,5262,False,10
"['2', '3', '4', '1']",0,1,5262,False,10
"['4', '6', '1', '5']",0,2,5262,False,10
"['2', '2', '1', '5']",1,2,5262,False,10
"['5', '1', '6', '6']",2,0,5262,False,10
"['2', '5', '2', '4']",0,3,5262,False,10
"['1', '2', '4', '1']",1,0,5262,False,10
"['2', '3', '6', '1']",1,1,5262,False,10
"['3', '2', '2', '1']",1,1,5262,False,10
"['4', '4', '1', '2']",1,0,5262,False,10
"['4', '2', '3', '3']",0,1,2152,False,10
"['2', '1', '2', '1']",2,1,2152,False,10
"['6', '6', '1', '4']",0,1,2152,False,10
"['6', '1', '6', '4']",1,0,2152,False,10
"['6', '1', '1', '3']",1,0,2152,False,10
"['4', '2', '3', '3']",0,1,2152,False,10
"['5', '5', '2', '6']",0,2,2152,False,10
"['2', '3', '1', '4']",1,1,2152,False,10
"['4', '5', '5', '2']",2,0,2152,False,10
"['6', '1', '2', '3']",1,1,2152,False,10
"['4', '1', '6', '5']",1,1,4246,False,10
"['6', '2', '3', '2']",1,1,4246,False,10
"['6', '2', '3', '2']",1,1,4246,False,10
"['3', '4', '1', '2']",0,2,4246,False,10
"['4', '1', '1', '5']",1,0,4246,False,10
"['1', '3', '2', '6']",1,1,4246,False,10
"['1', '5', '1', '1']",0,0,4246,False,10
"['6', '1', '6', '3']",0,1,4246,False,10
"['5', '5', '4', '1']",1,0,4246,False,10
"['3', '6', '4', '4']",1,2,4246,False,10
"['1', '6', '3', '6']",0,2,6251,False,10
"['4', '4', '2', '6']",0,2,6251,False,10
"['6', '6', '5', '2']",2,1,6251,False,10
"['6', '1', '5', '6']",2,1,6251,False,10
"['1', '4', '1', '5']",0,2,6251,False,10
"['2', '1', '2', '4']",0,2,6251,False,10
"['5', '1', '4', '6']",0,3,6251,False,10
"['2', '2', '4', '5']",1,1,6251,False,10
"['6', '2', '6', '5']",2,1,6251,False,10
"['6', '2', '2', '5']",2,1,6251,False,10
"['3', '5', '4', '3']",0,2,4255,False,10
"['5', '6', '3', '2']",0,2,4255,False,10
"['5', '4', '6', '6']",0,2,4255,False,10
"['3', '3', '2', '1']",0,1,4255,False,10
"['1', '1', '4', '4']",0,1,4255,False,10
"['5', '4', '5', '6']",1,2,4255,False,10
"['6', '4', '4', '4']",0,1,4255,False,10
"['5', '3', '3', '2']",0,2,4255,False,10
"['4', '4', '5', '5']",3,0,4255,False,10
"['6', '6', '3', '5']",1,0,4255,False,10
"['2', '2', '5', '1']",0,1,6563,False,10
"['1', '2', '2', '2']",0,0,6563,False,10
"['1', '1', '2', '4']",0,0,6563,False,10
"['3', '1', '6', '3']",2,0,6563,False,10
"['2', '2', '5', '2']",0,1,6563,False,10
"['5', '6', '2', '5']",0,2,6563,False,10
"['5', '6', '6', '2']",1,2,6563,False,10
"['5', '5', '3', '3']",2,0,6563,False,10
"['6', '3', '2', '3']",2,0,6563,False,10
"['5', '4', '1', '6']",0,2,6563,False,10
"['1', '4', '3', '2']",1,1,6322,False,10
"['5', '5', '4', '3']",0,1,6322,False,10
"['4', '5', '1', '5']",0,0,6322,False,10
"['2', '1', '1', '3']",0,2,6322,False,10
"['2', '4', '1', '3']",0,2,6322,False,10
"['4', '4', '5', '5']",0,0,6322,False,10
"['1', '5', '6', '2']",1,1,6322,False,10
"['4', '2', '4', '4']",0,1,6322,False,10
"['5', '4', '3', '4']",0,1,6322,False,10
"['1', '3', '3', '1']",1,0,6322,False,10
